DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P51;P772;P773;P6169;P6169S1;P8564;P8564S1;P8566;P8566S1;P8568;P8568S1;P6191;P6191S1;P8572;P8572S1;P8574;P8574S1;P8576;P8576S1;P55;P774;P774S1;P774S2;P774S3;P775;P776;P776S1;P776S2;P776S3;P58;P58S1;P58S2;P777;P778;P779;P779S1;P779S1A1;P779S2;P779S2A1;P779S3;P779S3A1;P779S11;P779S11A1;P779S12;P779S12A1;P779S5;P779S5A1;P779S6;P779S6A1;P779S7;P779S7A1;P779S8;P779S8A1;P779S13;P779S13A1;P779S9;P779S14;P779S9A2
7627503;4;1;4;153.29076212;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;2;1;2;;;1;2;;;;;;;;;;;;;;;
7627504;3;1;3;139.17862791;1;;5;1;250000;2;;2;;1;50000;2;;1;50000;2;;2;;1;4;;;;1;4;;;;1;2;;;;;1;2;1;2;1;2;1;2;;;1;2;1;2;1;2;;;1;2;;;
7627505;3;2;3;115.82078066;1;;3;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;5000;1;3;;;2000;1;1;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
7627509;3;1;3;139.17862791;1;;5;1;140000;2;;1;120000;2;;2;;1;75000;2;;2;;1;4;;;;1;4;;;;1;2;;;;;1;2;1;2;1;1;1;1;;;1;1;1;2;1;1;;;1;1;;;
7627512;4;1;4;73.136033975;1;;5;1;430000;1;270000;1;500000;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;3;;;;;;;;;;;1;1;;;1;1;1;1;1;1;;;;;;;
7627522;3;1;3;144.51819721;2;4;;;;;;;;;;;;;;;;;;1;4;;;;2;;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7627527;5;1;5;72.686290313;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;1;;;;;;;;;;;;;;;1;1;;;
7627530;3;1;3;124.92461504;2;4;;;;;;;;;;;;;;;;;;2;;;;;1;4;;;;1;2;;;;;;;;;1;1;;;;;;;;;;;;;;;;;
7627530;4;1;4;124.92461504;3;4;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;2;;;;;;;1;1;;;;;;;;;;;;;;;;;;;
7627532;4;1;4;111.05644397;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;2;1;2;;;1;1;;;;;;;1;1;1;2;;;;;
7627538;4;1;4;688.46078238;1;;2;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;7000;1;3;;;4000;1;2;;;;;1;2;1;2;1;2;1;1;;;;;;;1;1;;;;;;;
7627539;3;1;3;597.53068533;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;8000;1;3;;;4000;1;7;;;;;;;1;2;;;;;;;;;;;1;1;;;;;;;
7627539;6;1;6;597.53068533;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;8000;1;1;;;;1;7;;;;;;;1;2;;;;;;;;;;;1;1;;;;;;;
7627547;4;1;4;623.65937653;6;2;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;5;;;;;;;;;;;1;2;;;1;2;;;;;;;;;;;
7627554;4;1;4;615.59039341;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;3;;;;;1;1;1;2;1;2;;;;;1;2;1;2;1;2;;;;;;;
7627565;4;1;4;637.85359199;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;1;1;1;1;;;;;;;;;
7627589;3;1;3;83.058822206;2;1;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;2;;2;62;2;;;;;;;;1;1;;;;;;;1;2;;;;;;;
7627590;3;1;3;167.43110708;3;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;1;2;;;;;;;;;;;
7627604;5;1;5;334.17877085;2;8;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;1;2;1;1;;;;;;;
7627617;4;1;4;156.37129747;2;1;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;3;;;;;;;;;;;;;;;1;2;1;1;1;1;;;;;;;
7627617;6;1;6;156.37129747;5;1;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;1;;;;;;;;;;;;;;;1;2;1;1;1;1;;;;;;;
7627618;2;1;2;271.87784756;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;2;;;;;;;;;;;;;;;
7627623;3;1;3;176.60940765;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;1;2;;;1;2;;;;;;;;;;;;;;;
7627630;4;1;4;450.4884821;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;1;1;;;;;;;
7627630;5;1;5;450.4884821;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;1;1;;;;;;;
7627630;6;1;6;450.4884821;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7627640;2;1;2;352.4133603;5;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;2;;2;54;4;;1;2;1;2;1;2;1;2;;;1;1;1;1;1;1;1;1;;;;;
7627643;4;1;4;285.90901302;1;;5;1;800000;1;200000;1;125000;1;100000;1;300000;1;125000;1;100000;2;;1;4;;;;1;4;;;;2;;2;64;6;;1;1;1;1;;;;;;;1;1;1;1;1;1;;;;;;;
7627645;3;2;3;185.0255321;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;1;1;2;;;1;1;;;1;1;1;2;1;1;;;;;;;
7627647;4;2;4;179.69613364;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7627651;3;1;3;119.64820906;5;8;;;;;;;;;;;;;;;;;;1;3;;;3000;1;3;;;3000;2;;2;25;2;;;;1;2;;;;;;;1;1;;;1;1;;;;;;;
7627657;3;1;3;193.5448293;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7627663;4;1;4;92.787972341;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;2;;;;;;;;;;;;;;;;;;;;;
7627675;3;1;3;68.324584746;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;1;2;;;;;;;;;;;
7627679;4;1;4;122.9272207;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;;;;;;;;;;;;;
7627682;3;1;3;123.91823184;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7627690;5;1;5;183.41643071;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;1;2;;;1;2;;;
7627690;6;1;6;183.41643071;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
7627692;3;1;3;79.970778765;2;6;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;2;;;;;;;1;1;;;;;;;;;;;1;1;;;1;1;;;
7627693;3;1;3;146.53133469;5;1;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;2;;2;35;4;;;;;;;;;;;;;;;;1;2;;;;;;;
7627716;5;1;5;781.19379918;3;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;1;1;;;1;1;;;;;;;
7627727;3;1;3;145.40009254;1;;2;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;3000;1;3;;;3000;1;1;;;;;1;2;;;;;1;1;;;;;1;4;1;1;;;1;2;;;
7627741;3;1;3;918.84614618;1;;4;1;150000;1;100000;2;;1;30000;1;150000;2;;2;;1;150000;1;4;;;;1;4;;;;1;1;;;;;;;1;2;;;1;1;;;1;1;;;;;;;;;;;
7627787;3;1;3;201.12030775;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;1;;;;;1;1;1;1;;;;;;;
7627789;3;1;3;144.14828737;1;;2;1;75000;1;130000;2;;2;;1;50000;2;;2;;2;;1;3;;;2500;1;3;;;3500;1;2;;;;;1;2;;;1;2;;;;;1;2;1;2;;;;;;;;;
7627790;3;1;3;108.37654516;2;8;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;1;3;1;1;;;;;;;
7627806;5;1;5;100.40717155;1;;2;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7627824;5;1;5;152.05298591;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;3;;;;;;;1;1;;;1;1;;;1;1;1;1;;;;;;;;;
7627837;3;1;3;65.443923189;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;2;;;1;1;;;;;1;1;1;1;;;1;1;;;
7627840;3;1;3;62.690011921;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7627844;3;1;3;15.992597757;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;15000;1;1;;;;1;1;;;;;1;1;1;1;;;;;;;;;;;;;1;2;1;2;;;
7627852;3;1;3;16.774051491;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;1;2;1;1;1;1;1;2;1;2;1;1;;;;;;;;;;;
7627856;4;1;4;16.181600979;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;1;2;;;;;;;;;1;1;;;;;;;
7627865;3;1;3;75.976682371;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;6000;1;3;;;3000;1;1;;;;;;;;;;;1;2;;;1;1;1;2;1;1;;;;;;;
7627873;3;1;3;15.039511557;2;1;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;1;2;;;;;1;2;;;;;;;1;1;;;;;;;
7627881;4;1;4;118.2672357;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;1;2;1;2;1;2;;;;;;;
7627887;3;1;3;23.05018273;2;4;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;1;2;1;2;;;1;1;;;1;1;;;;;;;
7627893;3;1;3;146.3270808;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7627894;3;1;3;49.599816462;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;1;2;;;;;;;;;;;
7627895;4;1;4;72.871933651;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;5000;1;3;;;3000;1;1;;;;;;;;;;;1;2;;;;;1;2;;;;;;;;;
7627904;4;1;4;73.758985299;2;4;;;;;;;;;;;;;;;;;;1;3;;;3000;1;3;;;3000;1;2;;;;;;;;;;;;;;;;;1;2;;;;;1;1;;;
7627911;5;1;5;9.4162175323;5;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;1;1;1;1;1;;;;;;;1;1;;;;;;;
7627943;5;1;5;585.99432549;5;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;1;2;;;1;2;1;1;;;1;1;1;2;1;1;;;;;;;
7628004;3;1;3;46.272296708;2;7;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;1;1;;;;;;;;;1;1;;;1;2;;;;;;;
7628025;5;1;5;1514.022508;1;;4;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;1;3;1;1;;;;;;;
7628025;7;1;7;1514.022508;2;3;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;6;;;;;;;1;2;;;;;;;1;2;;;;;;;;;;;
7628028;3;1;3;1178.6788274;1;;2;1;130000;1;110000;2;;1;30000;1;130000;1;110000;2;;2;;1;3;;;17000;1;3;;;3500;2;;2;58;2;;;;1;2;;;;;;;;;1;3;1;2;;;;;;;
7628047;3;1;3;385.32161339;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7628051;3;1;3;337.87883408;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
7628056;5;1;5;309.51836094;1;;3;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;3;;;3000;1;3;;;;;;;;;1;1;1;1;;;;;;;1;1;;;;;;;
7628062;5;1;5;462.52223782;1;;2;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;4000;1;3;;;4000;2;;2;70;9;;;;;;;;;;;;;;;;;;;;;;;1;
7628067;3;1;3;294.64059258;5;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;1;1;;;;;1;1;;;;;1;1;;;;;;;;;
7628079;4;1;4;438.46675183;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7628082;3;1;3;272.08065517;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;1;1;1;1;1;;;;;;;;;;;;;;;;;
7628086;5;1;5;315.09621638;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;3;;;;;;;;;;;;;;;1;1;;;1;1;;;;;;;
7628089;4;1;4;404.72254632;1;;2;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;5000;1;3;;;5000;1;2;;;;;;;;;1;2;;;;;;;;;;;;;;;;;
7628089;5;1;5;404.72254632;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7628102;5;1;5;431.86243354;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;6;;;;;;;;;;;;;;;1;1;;;1;1;;;;;;;
7628103;3;1;3;402.23323398;2;3;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;2;1;2;;;;;;;1;1;;;1;3;;;;;;;
7628103;4;1;4;402.23323398;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;2;1;2;;;;;;;1;1;;;1;3;;;;;;;
7628123;3;1;3;296.58383344;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;2;;;;;1;2;1;2;1;3;;;;;1;1;;;;;;;;;1;;2
7628130;5;1;5;371.7025043;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;2;1;2;;;;;;;1;1;1;3;1;1;;;;;;;
7628138;3;1;3;293.73602146;2;1;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;2;1;2;;;1;1;;;1;1;;;1;1;1;1;1;1;;;
7628141;3;1;3;296.58383344;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;1;1;;;1;1;;;1;1;;;;;;;1;1;;;
7628145;3;1;3;202.59505752;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;1;2;;;;;;;1;2;1;1;;;1;1;;;
7628148;11;1;11;101.71595257;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;8;;;;;;;;;;;1;1;;;;;1;2;1;1;;;;;;;
7628158;3;1;3;244.87044246;3;1;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;1;2;1;1;;;;;;;
7628161;6;1;6;315.45963222;1;;3;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
7628186;3;1;3;260.46209686;1;;4;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;2;;;;;;;1;1;;;;;;;;;;;1;1;;;;;;;
7628193;4;1;4;186.70910152;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;3;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
7628195;6;1;6;261.30199354;1;;3;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;5;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
7628198;6;1;6;350.33192355;5;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;2;;;1;1;;;;;;;1;1;;;;;;;
7628219;2;1;2;53.837639169;1;;5;1;205000;1;77000;2;;1;65000;2;;2;;2;;2;;1;4;;;;1;4;;;;1;1;;;;;;;;;1;2;;;;;1;2;;;;;;;1;2;;;
7628235;4;1;4;22.035049513;1;;3;2;;2;;2;;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;;;1;3;;;;;;;;;
7628235;5;1;5;22.035049513;8;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;2;;;;;;;;;;;;;;;
7628243;6;1;6;31.730471298;2;4;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;1;;;;;;;;;;;1;1;;;;;1;2;1;1;;;;;;;
7628248;7;1;7;14.417918305;1;;3;2;;2;;1;50000;2;;2;;2;;2;;2;;1;3;;;6000;1;3;;;8000;1;2;;;;;;;;;1;1;1;1;;;;;1;1;;;;;;;;;
7628249;7;1;7;11.21393646;1;;3;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;8000;1;3;;;5000;1;2;;;;;;;1;2;;;;;;;1;1;;;1;3;1;2;;;;;
7628251;3;1;3;10.552809216;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;1;2;1;1;1;1;;;;;;;;;;;;;;;;;
7628257;7;1;7;7.0952889687;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;5;;;;;;;1;1;;;1;1;;;1;1;;;;;;;;;;;
7628264;5;1;5;4.615729195;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7628268;5;1;5;7.1606013089;3;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;2;;;;;;;;;;;1;1;;;;;;;
7628269;4;1;4;5.4491904262;5;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;1;2;;;;;1;1;;;
7628272;3;1;3;8.6853065168;2;4;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
7628273;3;1;3;9.3058279253;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;1;;;1;1;;;;;;;;;;;1;1;;;
7628275;5;1;5;6.6301863971;3;4;;;;;;;;;;;;;;;;;;1;4;;;;1;1;;;;1;1;;;;;1;1;;;;;;;;;;;;;;;;;;;;;
7628286;3;1;3;6.5052500974;2;5;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;1;;;;;1;1;;;1;1;;;;;;;;;;;
7628288;4;1;4;5.1403661;2;4;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;3;;;;;;;;;;;1;1;;;;;1;2;1;1;;;;;;;
7628293;8;1;8;5.2733750152;2;4;;;;;;;;;;;;;;;;;;2;;;;;1;1;;;;1;5;;;;;;;;;;;;;;;;;1;2;;;;;;;;;
7628295;6;1;6;5.0952588539;1;;4;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;2500;1;3;;;2800;1;2;;;;;;;;;;;1;2;;;1;2;;;;;;;;;;;
7628315;4;1;4;10.467267579;2;4;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;1;;;;;;;;;;;;;;;1;2;;;1;1;;;;;;;
7628331;5;1;5;7.2078689702;5;5;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;1;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
7628334;5;1;5;6.4436138293;2;9;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;1;;;;;;;;;;;1;1;;;;;1;1;1;1;;;;;;;
7628342;4;1;4;7.2836169099;2;4;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;;;;;;;1;2;;;;;1;1;;;
7628343;3;1;3;4.8299312051;2;4;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;1;;;;;;;;;;;;;;;1;1;;;;;;;;;;;
7628345;7;1;7;15.899441091;2;4;;;;;;;;;;;;;;;;;;1;1;;;;2;;;;;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7628368;5;1;5;11.2431762;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;3;;;;;;;;;;;1;1;;;;;;;;;;;;;;;
7628369;3;1;3;8.4055979757;2;6;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7628374;7;1;7;15.047671529;2;4;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;6;;;;;;;;;;;;;;;;;1;2;;;;;;;;;
7628377;4;1;4;10.537867527;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7628395;2;1;2;23.784351798;1;;3;2;;2;;2;;2;;1;30000;2;;1;40000;2;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;2;;;;;;;;;;;;;;;
7628402;3;1;3;8.1801679561;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7628412;3;1;3;10.564773422;2;4;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;2;;;;;;;;;;;;;;;1;1;1;1;;;;;;;;;
7628413;3;1;3;8.1801679561;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7628419;3;1;3;13.234256586;3;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;;;;;;;;;1;1;;;;;;;
7628425;5;1;5;13.809413389;3;7;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;;;;;1;1;1;1;1;1;;;;;;;
7628425;6;1;6;13.809413389;3;6;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;1;2;;;;;;;;;;;1;1;;;1;1;;;;;;;;;;;
7628429;3;1;3;103.18516994;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;1;1;;;1;2;1;3;;;;;;;;;
7628435;3;1;3;61.681358904;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;1;1;;;1;1;1;1;1;1;;;;;;;
7628453;4;1;4;60.192222975;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;1;3;1;1;;;;;;;
7628454;5;1;5;129.85951197;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7628454;6;1;6;129.85951197;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7628459;3;1;3;30.499834398;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7628460;4;1;4;94.805976476;2;4;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;2;;;;;;;;;;;;;;;;;1;1;1;1;;;;;;;
7628461;3;1;3;99.077393058;2;4;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7628482;3;1;3;36.567746517;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;1;2;;;1;2;;;;;;;1;2;;;;;;;
7628501;2;1;2;77.167052539;2;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;1;2;;;;;;;;;;;
7628508;3;1;3;95.434085254;1;;3;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;4000;1;3;;;3000;1;1;;;;;;;;;;;1;2;;;1;1;;;;;;;;;;;
7628526;3;1;3;15.85099833;5;3;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;1;1;1;1;;;1;1;;;;;1;2;1;1;;;1;1;;;
7628531;4;1;4;14.17689346;5;4;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;2;;2;79;2;;1;1;1;1;;;1;1;;;1;1;;;1;1;;;;;;;
7628534;3;1;3;27.167242133;5;4;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;2;;2;52;4;;;;;;;;;;;;1;1;1;2;;;;;;;;;
7628546;3;1;3;15.26117423;5;6;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;1;1;;;;;1;2;;;;;1;1;;;;;;;;;;;;;;;
7628554;2;1;2;10.882585066;1;;1;2;;2;;2;;2;;2;;1;60000;2;;2;;1;3;;;12000;1;3;;;5000;2;;2;35;10;;1;1;;;;;;;;;;;;;1;1;;;;;;;
7628560;5;1;5;581.26353712;1;;5;1;50000;1;60000;2;;1;60000;2;;2;;2;;2;;2;;;;;2;;;;;1;4;;;;;;;1;2;;;;;;;;;;;1;1;;;;;;;
7628561;4;1;4;793.17580413;1;;5;1;300000;1;50000;1;200000;2;;1;120000;2;;2;;2;;1;4;;;;1;4;;;;1;2;;;;;;;1;1;;;1;2;;;;;1;2;1;1;;;;;;;
7628572;3;1;3;508.95058451;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;1;1;;;;;;;;;;;;;;;;;;;
7628575;5;1;5;410.0211173;1;;5;1;80000;1;50000;1;48000;2;;2;;2;;2;;2;;1;4;;;;1;4;;;;1;1;;;;;;;;;1;2;;;;;;;;;1;1;;;;;;;
7628588;4;1;4;440.11357526;2;6;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;
7628590;3;1;3;424.12548709;1;;1;2;;2;;2;;2;;2;;2;;2;;2;;1;3;;;20000;1;3;;;6000;2;;2;55;4;;;;;;;;;;;;;;;;1;1;;;;;;;
7628591;3;1;3;562.66572482;1;;4;2;;2;;2;;1;80000;2;;2;;2;;2;;1;4;;;;1;4;;;;1;1;;;;;;;;;;;;;;;1;1;;;1;1;;;;;;;
7628598;6;1;6;700.87020467;2;8;;;;;;;;;;;;;;;;;;1;4;;;;1;4;;;;1;4;;;;;;;1;2;;;;;;;1;2;1;2;1;1;;;;;;;
